RID,CID,CAT,GRID_ID
105,1,frequent,F-3
105,2,frequent,F-3
105,2,frequent,G-3
105,3,frequent,G-3
105,4,frequent,F-4
105,4,frequent,G-4
105,4,frequent,F-3
105,4,frequent,G-3
105,5,regular,E-3
105,5,regular,F-3
105,5,regular,F-2
105,6,regular,F-4
105,6,regular,F-3
105,6,regular,G-3
105,7,regular,G-4
105,7,regular,F-3
105,7,regular,G-3
105,8,regular,F-4
105,8,regular,G-4
105,8,regular,F-3
105,8,regular,G-3
