RID,CID,CAT,GRID_ID
122,1,frequent,E-3
122,1,frequent,F-3
122,1,frequent,G-3
122,1,frequent,F-2
122,2,frequent,F-6
122,2,frequent,G-6
122,2,frequent,F-5
122,2,frequent,G-5
122,3,regular,C-2
122,3,regular,D-2
122,4,regular,C-5
122,4,regular,D-5
