RID,CID,CAT,GRID_ID
140,1,frequent,F-3
140,2,frequent,F-3
140,2,frequent,G-3
140,3,frequent,F-3
140,3,frequent,G-3
140,4,regular,F-4
140,4,regular,G-4
140,4,regular,F-3
140,5,regular,G-4
140,5,regular,H-4
140,5,regular,G-3
140,5,regular,H-3
