RID,CID,CAT,GRID_ID
150,1,frequent,F-3
150,2,frequent,F-3
150,3,frequent,F-3
150,4,frequent,F-3
150,5,frequent,F-3
150,6,frequent,F-3
150,6,frequent,G-3
150,7,frequent,F-3
150,7,frequent,G-3
150,8,frequent,G-3
150,9,frequent,G-3
150,10,frequent,F-4
150,11,regular,F-3
150,12,regular,G-6
150,12,regular,F-5
150,12,regular,G-5
