RID,CID,CAT,GRID_ID
137,1,frequent,E-3
137,1,frequent,F-3
137,1,frequent,E-2
137,1,frequent,F-2
137,2,frequent,F-3
137,3,frequent,F-3
137,3,frequent,G-3
137,4,frequent,G-3
137,5,frequent,F-4
137,5,frequent,G-4
137,6,regular,F-3
137,6,regular,G-3
137,7,regular,F-4
137,7,regular,G-4
