RID,CID,CAT,GRID_ID
127,1,frequent,F-3
127,2,frequent,F-3
127,3,frequent,F-3
127,3,frequent,G-3
127,4,frequent,F-3
127,4,frequent,G-3
127,5,frequent,G-3
127,6,frequent,F-5
127,6,frequent,G-5
127,7,regular,E-2
127,8,regular,F-3
127,8,regular,G-3
