RID,CID,CAT,GRID_ID
129,1,frequent,F-3
129,2,frequent,F-3
129,2,frequent,G-3
129,3,frequent,G-3
129,4,frequent,F-5
129,5,regular,F-3
129,6,regular,F-3
129,6,regular,G-3
129,7,regular,G-4
129,7,regular,H-4
129,7,regular,G-3
129,7,regular,H-3
129,8,regular,F-5
