RID,CID,CAT,GRID_ID
102,1,frequent,F-3
102,2,frequent,F-3
102,3,frequent,F-3
102,4,frequent,F-3
102,5,frequent,F-3
102,6,frequent,F-3
102,6,frequent,G-3
102,7,frequent,G-3
102,8,frequent,G-3
102,9,regular,E-2
102,10,regular,E-2
102,10,regular,F-2
102,11,regular,E-3
102,12,regular,F-2
102,12,regular,G-2
102,13,regular,F-4
102,13,regular,G-4
102,13,regular,F-3
