RID,CID,CAT,GRID_ID
115,1,frequent,D-3
115,1,frequent,E-3
115,1,frequent,F-3
115,1,frequent,B-2
115,1,frequent,C-2
115,1,frequent,D-2
115,2,frequent,F-3
115,2,frequent,G-3
115,3,frequent,G-4
115,4,regular,E-2
115,5,regular,F-6
115,5,regular,G-6
115,5,regular,F-5
115,5,regular,G-5
