RID,CID,CAT,GRID_ID
142,1,frequent,F-3
142,2,frequent,F-4
142,2,frequent,G-4
142,2,frequent,F-3
142,2,frequent,G-3
142,3,frequent,G-3
142,4,frequent,G-3
142,5,frequent,G-3
142,6,frequent,F-4
142,7,regular,F-3
142,8,regular,F-4
142,8,regular,G-4
142,8,regular,F-3
142,8,regular,G-3
142,9,regular,G-4
