RID,CID,CAT,GRID_ID
121,1,frequent,F-4
121,1,frequent,E-3
121,1,frequent,F-3
121,2,frequent,G-3
121,3,frequent,G-4
121,3,frequent,H-4
121,3,frequent,G-3
121,3,frequent,H-3
121,4,frequent,F-6
121,4,frequent,G-6
121,4,frequent,F-5
121,4,frequent,G-5
121,5,regular,B-3
121,5,regular,B-2
121,6,regular,B-2
121,6,regular,C-2
121,6,regular,B-1
121,6,regular,C-1
121,7,regular,C-5
121,7,regular,D-5
121,7,regular,C-4
121,7,regular,D-4
