RID,CID,CAT,GRID_ID
123,1,frequent,F-3
123,2,frequent,F-3
123,2,frequent,G-3
123,3,frequent,F-3
123,4,frequent,F-3
123,4,frequent,G-3
123,5,frequent,G-3
