RID,CID,CAT,GRID_ID
133,1,frequent,F-3
133,1,frequent,F-2
133,2,frequent,F-3
133,3,frequent,F-3
133,4,frequent,F-3
133,4,frequent,G-3
133,5,frequent,G-3
133,6,frequent,G-3
133,7,frequent,G-3
133,8,regular,E-2
133,9,regular,F-3
133,10,regular,F-3
133,11,regular,F-3
133,11,regular,G-3
133,12,regular,F-4
133,12,regular,G-4
