RID,CID,CAT,GRID_ID
125,1,frequent,F-3
125,2,frequent,G-3
125,3,frequent,G-3
125,4,frequent,G-3
125,5,frequent,G-3
125,6,regular,D-3
125,6,regular,D-2
125,7,regular,E-2
125,8,regular,E-2
125,8,regular,F-2
125,9,regular,F-3
125,10,regular,F-3
125,11,regular,F-3
125,12,regular,G-4
