RID,CID,CAT,GRID_ID
111,1,frequent,F-3
111,2,frequent,F-4
111,2,frequent,G-4
111,2,frequent,F-3
111,2,frequent,G-3
111,3,frequent,F-4
111,3,frequent,G-4
111,3,frequent,F-3
111,4,regular,D-2
111,5,regular,E-2
111,6,regular,F-3
111,7,regular,F-4
111,7,regular,F-3
111,7,regular,G-3
111,8,regular,F-4
111,8,regular,G-4
111,9,regular,F-4
111,10,regular,F-6
111,10,regular,G-6
111,10,regular,F-5
111,10,regular,G-5
