RID,CID,CAT,GRID_ID
144,1,frequent,F-3
144,1,frequent,F-2
144,2,frequent,F-3
144,3,frequent,G-3
144,4,frequent,F-5
144,5,frequent,F-5
144,6,regular,E-2
144,7,regular,F-3
