RID,CID,CAT,GRID_ID
128,1,frequent,F-3
128,2,frequent,F-3
128,3,frequent,F-3
128,3,frequent,G-3
128,4,frequent,G-3
128,5,frequent,F-5
128,6,regular,F-3
128,7,regular,F-3
128,7,regular,G-3
128,8,regular,F-3
128,8,regular,G-3
128,9,regular,G-3
128,10,regular,F-5
