RID,CID,CAT,GRID_ID
149,1,frequent,C-2
149,1,frequent,D-2
149,2,frequent,G-4
149,2,frequent,F-3
149,2,frequent,G-3
149,3,frequent,G-3
149,4,frequent,E-6
149,4,frequent,F-6
149,4,frequent,F-5
149,5,regular,D-2
149,5,regular,E-2
