RID,CID,CAT,GRID_ID
130,1,frequent,F-3
130,1,frequent,F-2
130,2,frequent,F-3
130,2,frequent,G-3
130,3,frequent,F-4
130,3,frequent,G-4
130,3,frequent,F-3
130,3,frequent,G-3
130,4,frequent,G-3
130,4,frequent,H-3
130,5,frequent,F-6
130,5,frequent,F-5
130,6,frequent,F-5
130,6,frequent,G-5
130,7,regular,C-3
130,7,regular,D-3
130,7,regular,C-2
130,7,regular,D-2
130,8,regular,E-2
