RID,CID,CAT,GRID_ID
101,1,frequent,E-3
101,1,frequent,F-3
101,2,frequent,F-3
101,3,frequent,F-3
101,3,frequent,G-3
101,4,frequent,G-3
101,5,regular,E-2
101,6,regular,E-4
101,6,regular,E-3
101,7,regular,F-3
101,8,regular,G-3
101,9,regular,B-5
